溥天之下，莫非王土；率土之滨，莫非王臣	ptfj
主要表现在	qybz
障碍性贫血	qxxxa
且行且珍惜	qxqxiu
七天无理由	qtwy
群起而攻之	qqxfa
证券交易所	qqjs
全球范围内	qqfni
全民所有制	qmsfi
珠穆朗玛峰	qmlfv
朱门酒肉臭	qmjwu
清明上河图	qmet
青龙偃月刀	qlyd
千里送鹅毛	qlsm
权利的游戏	qldx
睁开了眼睛	qklji
珠江三角洲	qjsf
全国总工会	qgzhi
主观能动性	qgnx
全国范围内	qgfni
秋风扫落叶	qfsyu
弃之如敝屐	qfrjo
政治局委员	qfjy
政治经济学	qfjxv
政治局常委	qfjw
牵着鼻子走	qfbz
企事业单位	qeywi
枪打出头鸟	qdjn
墙倒众人推	qdft
注册会计师	qckea
便宜无好货	pywh
碰一鼻子灰	pybh
皮笑肉不笑	pxrx
喷墨打印机	pmdjo
普罗米修斯	plms
破罐子破摔	pgzev
皮格马利翁	pgmw
蚍蜉撼大树	pfhei
婆说婆有理	pepl
平时不烧香	pebx
平时不努力	pebl
难于上青天	nyet
泥菩萨过河	npsh
宁可信其有	nkxy
脑筋急转弯	njjw
南京大屠杀	njde
女大十八变	ndeb
怒从心头起	ncxq
拿不定主意	nbdy
满嘴跑火车	mzpw
毛泽东主席	mzdxu
毛泽东思想	mzdx
民以食为天	myet
面向现代化	mxxh
某些情况下	mxqx
美特斯邦威	mtsw
名侦探柯南	mqtn
民主集中制	mqjfa
民主共和国	mqgg
莫欺少年穷	mqeq
漫漫人生路	mmrla
毛里塔尼亚	mltyu
喵了个咪的	mlgdo
马克思主义	mksy
马基雅维利	mjylav
密集恐惧症	mjkq
慢工出细活	mgjho
摩根士丹利	mgelo
明智的选择	mfdzo
没什么两样	memy
名师出高徒	mejt
闷声发大财	mefc
谋定而后动	mdxdoo
马达加斯加	mdjja
美帝国主义	mdgyo
莫比乌斯环	mbwh
摸不着头脑	mbqn
名不见经传	mbjf
摸不着头脑	mbfni
两眼一抹黑	lyyh
鲤鱼跳龙门	lytmu
里约热内卢	lyrl
另一个角度	lygdo
路遥知马力	lyfl
另一方面是	lyfeo
路有冻死骨	lydgo
六味地黄丸	lwdwoo
里外不是人	lwbr
两条腿走路	lttl
拉斯维加斯	lsws
利人不利己	lrbj
录取通知书	lqte
礼轻情意重	lqqf
礼貌性问候	lmxhou
雷克雅未克	lkykvu
乱成一锅粥	ljyfu
烈火见真金	lhjjv
联合国宪章	lhgqv
联合收割机	lhejv
良好的基础	lhdjo
两个基本点	lgjdv
李时珍的皮	leqpv
庐山真面目	leqmo
律师事务所	leesu
两手都要硬	ledyv
临时抱佛脚	lebji
留得青山在	ldqzu
劳动生产率	ldel
联邦调查局	lbdj
可再生能源	kzey
可遇不可求	kybq
科学计数法	kxjfu
科学发展观	kxfg
可持续发展	kwxq
可望不可即	kwbj
慷他人之慨	ktrk
空条承太郎	ktjl
抗日根据地	krgd
苛政猛于虎	kqmh
空气净化器	kqjq
看破不说破	kpbp
克里斯托弗	klsfu
克里姆林宫	klmg
快乐大本营	kldyo
可控核聚变	kkhb
空口说白话	kkeh
科技工作者	kjgqu
科技工作者	kjgfu
空手套白狼	ketl
开什么玩笑	kemxv
空手夺白刃	kedro
扩大再生产	kdzj
快刀斩乱麻	kdqmo
江泽民同志	jzmfa
尽在不言中	jzbf
教育出版社	jyjeu
教育工作者	jygq
教育工作者	jygf
城乡结合部	jxjbv
举贤不避亲	jxbq
常务委员会	jwwhi
集体所有制	jtsf
脚踏两只船	jtlw
姜太公钓鱼	jtgy
计算机科学	jsjxo
计算机网络	jsjlou
计算机技术	jsje
常任理事国	jrlgi
成人不自在	jrbzv
记者招待会	jqqhou
记者招待会	jqfho
成千上万的	jqedv
卷铺盖走人	jpgro
救民于水火	jmyhva
节目主持人	jmqrii
金木水火土	jmet
居民身份证	jmeq
鸡烂嘴巴硬	jlzy
加利福尼亚	jlfyau
逞口舌之利	jkel
经济增长率	jjzla
经济一体化	jjyha
长江三角洲	jjsfu
急急如律令	jjrl
经济全球化	jjqha
进出口公司	jjks
春江花月夜	jjhy
经济适用房	jjef
九九八十一	jjby
出简不出全	jjbqa
结合在一起	jhzq
久旱逢甘霖	jhfl
激光打印机	jgdjai
春风吹又生	jfwev
记者招待会	jfqh
除非己莫为	jfjw
记者招待会	jffho
疾风知劲草	jffc
初中毕业生	jfbeo
君士坦丁堡	jetba
叫什么名字	jemz
精神分裂症	jefqo
精神胜利法	jeef
家书抵万金	jedj
精神病患者	jebq
精神病患者	jebfo
决定性作用	jdxyo
决定性因素	jdxsoo
既得利益者	jdlfa
巨大的影响	jddx
巨大的变化	jddhv
金榜题名时	jbte
久病成良医	jbjy
话又说回来	hyelo
核心竞争力	hxjlvo
华尔街日报	hxjb
火星撞地球	hxfq
祸兮福所倚	hxfyo
后现代主义	hxdyu
毫无违和感	hwwg
换汤不换药	htby
恨铁不成钢	htbgo
哈萨克斯坦	hskt
好人有好报	hryb
海内存知己	hncja
荒木飞吕彦	hmfy
何乐而不为	hlxw
黑了心的蛆	hlxq
后浪推前浪	hltlu
合理化建议	hlhyi
花京院典明	hjym
胡锦涛同志	hjtfu
皇家马德里	hjmlu
海军陆战队	hjld
换句话来说	hjhei
行行出状元	hhjy
横竖撇点折	hepq
横竖撇点折	hepfv
很傻很天真	hehqu
华盛顿邮报	hedbi
很大一部分	hdyfu
虎毒不食子	hdbz
合并同类项	hbtx
赶鸭子上架	gyzjv
工业总产值	gyzf
广义相对论	gyxlo
狗咬吕洞宾	gylb
国与国之间	gygji
公有制经济	gyfju
工欲善其事	gyeevu
戈尔巴乔夫	gxbfv
国务院总理	gwyli
顾头不顾尾	gtbw
哥斯达黎加	gsdj
个人所得税	grsei
贵人多忘事	grde
港珠奥大桥	gqxqa
港珠澳大桥	gqxq
顾前不顾后	gqbh
敢怒不敢言	gnby
革命根据地	gmgd
过了一会儿	glyx
国际奥委会	gjxhia
国家统计局	gjtji
国家领导人	gjlr
国际劳动节	gjljia
刚出来不久	gjlj
国际竞争力	gjjlia
钢筋混凝土	gjht
高级工程师	gjgeoa
国家大剧院	gjdyi
高处不胜寒	gjbho
隔行如隔山	ghre
股骨头坏死	ggtsu
故宫博物院	ggby
更重要的是	gfye
国防科工委	gfkw
高中毕业生	gfbeo
高手在民间	gezjo
观世音菩萨	geysa
更上一层楼	geyl
宫商角徵羽	gejy
公说公有理	gegluo
功到自然成	gdzjv
犯罪嫌疑人	fzxr
知子莫若父	fzmfu
中央委员会	fywhi
非一日之寒	fyrh
中央情报局	fyqjii
中央政治局	fyqji
职业经理人	fyjrv
只要功夫深	fygeo
重要的原因	fydyu
中央电视台	fydtii
重要的因素	fydsuv
妇幼保健院	fyby
中央办公厅	fybt
周恩来总理	fxll
周恩来同志	fxlfu
福兮祸所伏	fxhfo
知耻而后勇	fwxy
覆巢无完卵	fwwlv
复仇者联盟	fwqmu
复仇者联盟	fwfmu
置人于死地	frydi
皱起了眉头	fqlt
肥宅快乐水	fqke
番茄工作法	fqgfu
发展过程中	fqgf
发展中国家	fqfja
只怕有心人	fpyr
富婆快乐球	fpkq
愤怒的小鸟	fndn
佛罗里达州	fllfi
弗里德里希	fldx
费力不讨好	flbha
中科院院士	fkyeiu
转基因食品	fjypv
覆巢无完卵	fjwlv
椎间盘突出	fjpjv
防患于未然	fhyr
烽火戏诸侯	fhxh
中华田园犬	fhtq
发光二极管	fgxga
中国青年报	fgqb
中国科学院	fgky
中国近代史	fgje
中国工程院	fggy
中国共产党	fggdi
中国社科院	fgeyii
中国达人秀	fgdxi
富贵不能淫	fgby
肥宅快乐水	ffkeu
反腐败斗争	ffbq
风水轮流转	felfu
非典型肺炎	fdxy
饭饱思淫欲	fbsyuu
翻不出水花	fbjh
治标不治本	fbbb
数字锁定键	ezsj
狮子大开口	ezdku
术业有专攻	eyyg
实用主义者	eyqf
首席执行官	exfg
肾虚短小男	exdn
商务印书馆	ewygo
首问负责制	ewff
十万八千里	ewbl
沙特阿拉伯	etxb
杀人不眨眼	erby
杀人不见血	erbx
是这个意思	eqgs
十年怕井绳	enpe
十年磨一剑	enmju
十年九不遇	enjy
什么也没说	emye
舍命陪君子	empz
十里坡剑神	elpe
市场占有率	ejql
时间和精力	ejhl
世界范围内	ejfnv
社会责任感	ehzg
社会科学院	ehkyo
社会生产力	ehel
生活大爆炸	ehdfu
说话不算数	ehbe
手扶拖拉机	eftji
身份证号码	efqmu
是这个意思	efgs
少壮不努力	efbli
硕士研究生	eeye
书山压力大	eeyda
杀伤性武器	eexq
世上无难事	eewev
狮身人面像	eerx
睡到自然醒	edzx
生旦净末丑	edjwu
树倒猢狲散	edhs
双编码字根	ebmg
说不出话来	ebjlov
十八般武艺	ebby
电子计算机	dzjjia
但愿人长久	dyrji
第一生产力	dyel
大意失荆州	dyefv
大眼瞪小眼	dydyv
到现在为止	dxzf
达尔文主义	dxwy
第二天早上	dxte
大写锁定键	dxsj
邓小平理论	dxpl
邓小平同志	dxpf
大学出版社	dxjev
大学毕业生	dxbe
第五项修炼	dwxl
单丝不成线	dsbxo
大男子主义	dnzy
到目前为止	dmqfv
多米诺骨牌	dmnp
独木不成林	dmbluv
东盟博览会	dmbhv
打了个电话	dlgh
得理不饶人	dlbr
度君子之腹	djzf
大肠包小肠	djbjv
灯火阑珊处	dhljo
顶功输入法	dgef
大中型企业	dfxyv
调制解调器	dfjqo
洞房花烛夜	dfhya
大风刮来的	dfgdv
党支部书记	dfbji
电视连续剧	delji
打蛇打七寸	dedc
大事不糊涂	debt
电动自行车	ddzw
八字没一撇	bzmp
表演艺术家	byyj
不以人废言	byry
冰与火之歌	byhg
不远的将来	bydlv
不用白不用	byby
不幸而言中	bxxf
必先利其器	bxlq
贝尔格莱德	bxgda
宾夕法尼亚	bxfyo
布尔什维克	bxek
不安定因素	bxds
霸王硬上弓	bwygv
不完全统计	bwqjv
宝塔镇河妖	btqyo
不确定因素	bqds
不平等条约	bpdy
饱暖思淫欲	bnsy
巴纳姆效应	bnmy
病来如山倒	blrd
巴黎圣母院	bley
不可信其无	bkxw
北京奥运会	bjxhi
不尽如人意	bjry'
伴君如伴虎	bjrh
边境牧羊犬	bjmq
病急乱投医	bjly
布加勒斯特	bjltv
杯酒释兵权	bjeqv
不久的将来	bjdl'
笔记本电脑	bjbnu
八九不离十	bjbe
不管怎么样	bgzyv
不管怎么说	bgze
悲观主义者	bgff
半个多小时	bgdeo
不知愁滋味	bfwwv
不知为什么	bfwmv
不知者不罪	bfqz
不知者不罪	bffzv
不发达国家	bfdjv
博士研究生	beye
闭上了眼睛	belj
不识好人心	behx
博士生导师	beeeu
白首不相离	bebl
拨打的电话	bddhi
不打不相识	bdbev
不凑热闹了	bcrl
兵败如山倒	bbrd
自作自受	zzze
孜孜以求	zzyq
仔仔细细	zzxxii
做贼心虚	zzxxi
栽赃陷害	zzxhua
走走停停	zztt
子子孙孙	zzss
自作主张	zzqqu
字字珠玑	zzqj
罪责难逃	zznt
组字能力	zznl
孜孜矻矻	zzkka
啧啧称奇	zzjqo
栽赃嫁祸	zzjh
自作多情	zzdq
自作聪明	zzcm
孜孜不倦	zzbj
祖祖辈辈	zzbb
自由自在	zyzz
怎样怎样	zyzyuv
自怨自艾	zyzyuu
自言自语	zyzyu
自娱自乐	zyzl
自业自得	zyzd
总有一天	zyyt
早有预料	zyylo
总有一个	zyyg
罪有应得	zyydi
左拥右抱	zyyb
资源消耗	zyxho
恣意妄为	zywwo
左右为难	zywn
再也无法	zywf
自以为是	zywe
自由主义	zyqy
坐言起行	zyqxi
自圆其说	zyqeu
早有准备	zyqb
资源配置	zypf
自由贸易	zymyu
再也没有	zymy
自由民主	zymq
龇牙咧嘴	zylz
择优录用	zyly
自由落体	zylt
择优录取	zylq
左右两难	zyln
最有可能	zykn
左右开弓	zykg
资源节约	zyjy
自由竞争	zyjqu
昨夜今晨	zyjjo
左右击键	zyjj
左右互击	zyhj
造谣惑众	zyhf
自由活动	zyhdu
左右互搏	zyhbv
资源共享	zygx
载誉归来	zyglu
资源管理	zygl
左右逢源	zyfyv
造谣中伤	zyfeu
自有分寸	zyfc
子曰诗云	zyey
自由市场	zyeju
择优上岗	zyeg
造谣生事	zyeeu
再有道理	zydl
坐以待毙	zydbi
再也不要	zybyv
再也不用	zyby
再也不能	zybn
再也不见	zybjv
再也不会	zybh
再也不敢	zybg
早已不是	zybe
仔细一看	zxyk
总而言之	zxyf
造型艺术	zxye
仔细想想	zxxx
自下而上	zxxe
子虚乌有	zxwy
走乡串户	zxwh
钻心剜骨	zxwg
在线文档	zxwd
罪恶滔天	zxtt
自寻死路	zxsl
再续前缘	zxqy
坐享其成	zxqj
自行其是	zxqe
走下坡路	zxpl
自信满满	zxmm
自相矛盾	zxmd
罪行累累	zxll
自行了断	zxldu
坐而论道	zxld
自学成才	zxjc
咨询公司	zxgs
自寻烦恼	zxfn
罪刑法定	zxfd
做些什么	zxem
作息时间	zxej
早些时候	zxeh
尊姓大名	zxdm
咨询电话	zxdh
作恶多端	zxdd
自相残杀	zxce
择偶标准	zxbq
杂而不乱	zxbl
杂而不精	zxbj
自吹自擂	zwzl
自查自纠	zwzj
作威作福	zwzf
自问自答	zwzd
左冲右突	zwyt
子丑寅卯	zwym
自我意识	zwye
座无虚席	zwxxov
自我安慰	zwxwu
自我牺牲	zwxe
自我陶醉	zwtz
在我前面	zwqm
自我剖析	zwpx
自我批评	zwpp
责无旁贷	zwpd
造物弄人	zwnr
祖传秘方	zwmfo
自我麻痹	zwmb
在我看来	zwkl
自我介绍	zwje
自我和解	zwhj
自我隔离	zwgl
自我感觉	zwgj
醉翁之意	zwfyv
自我封闭	zwfb
坐吃山空	zweki
走为上计	zwej
走为上策	zwec
坐卧不安	zwbx
自我保护	zwbh
贼头贼脑	ztzn
自掏腰包	ztyb
昨天下午	ztxw
再贴现率	ztxl
嘴甜心苦	ztxk
走投无路	ztwl
昨天晚上	ztwe
自讨没趣	ztmq
自投罗网	ztlw
总体来看	ztlk
总体来说	ztleo
自讨苦吃	ztkw
在他看来	ztkl
总体规划	ztgh
昨天中午	ztfw
自叹弗如	ztfru
在天之灵	ztfl
昨天上午	ztew
总体上说	ztee
赞叹不已	ztby
自叹不如	ztbr
再三再四	zszsv
自私自利	zszl
左思右想	zsyx
子孙万代	zswd
在所难免	zsnmv
子孙后代	zshd
在所不惜	zsbx
在所不辞	zsbc
自然资源	zrzy
自然灾害	zrzh
自然遗产	zryj
自然选择	zrxz
自然现象	zrxxu
自然而然	zrxr
择人而噬	zrxe
自然条件	zrtju
自然主义	zrqy
自然哲学	zrqxu
字如其人	zrqr
自然科学	zrkx
早日康复	zrkfo
自然经济	zrjj
自然景观	zrjg
载人航天	zrht
自然环境	zrhj
自然规律	zrgl
自然哲学	zrfx
自然风光	zrfg
责任事故	zregv
作如是观	zreg
责任单位	zrdw
责任编辑	zrbjv
自轻自贱	zqzj
杂七杂八	zqzb
自主研发	zqyf
卒章显志	zqxf
自主创新	zqwx
增长速度	zqsd
字正腔圆	zqqy
自取其辱	zqqru
自欺欺人	zqqr
自取灭亡	zqmw
自找苦吃	zqkw
早期教育	zqjy
字斟句酌	zqjf
增长缓慢	zqhm
自助火锅	zqhg
自主招生	zqfe
最强大脑	zqdn
紫气东来	zqdl
自求多福	zqdf
自强不息	zqbx
锱铢必较	zqbj
做牛做马	znzm
走南闯北	znwb
钻牛角尖	znjj
作鸟兽散	znes
罪孽深重	znef
自卖自夸	zmzk
字面意义	zmyy
怎么样呢	zmyn
怎么忍心	zmrx
自谋出路	zmjl
怎么解决	zmjj
怎么回事	zmhe
走马观花	zmgh
髭毛乍鬼	zmfg
贼眉鼠眼	zmey
走马上任	zmer
怎么说呢	zmen
自鸣得意	zmdy
怎么办呢	zmbn
自命不凡	zmbf
自立自强	zlzqu
走来走去	zlzq
左邻右舍	zlyev
尊老爱幼	zlxyo
杂乱无章	zlwq
糟老头子	zltzo
自乱阵脚	zlqju
总揽全局	zlqjo
自立门户	zlmh
紫罗兰色	zlls
走了出来	zljl
字里行间	zlhj
做了个梦	zlgm
走了过来	zlglv
自力更生	zlgeu
坐立不安	zlbx
做了半天	zlbt
最了不起	zlbq
坐冷板凳	zlbdi
再苦再累	zkzlv
罪魁祸首	zkhe
自愧不如	zkbr
自给自足	zjzz
自觉自愿	zjzyu
自产自销	zjzx
再接再厉	zjzl
作茧自缚	zjzf
自觉遵守	zjzeu
自成一体	zjytu
自成一派	zjyp
早就已经	zjyj
自成一格	zjyg
罪加一等	zjydi
宗教信仰	zjxyo
自己想想	zjxx
走街串巷	zjwx
早出晚归	zjwg
自成体系	zjtx
造成损失	zjseu
自即日起	zjrq
资产配置	zjpf
最佳拍档	zjpdo
作出判断	zjpd
在劫难逃	zjnt
再见陌路	zjml
字均码长	zjmjo
总结经验	zjjy
最近几年	zjjn
总结出来	zjjl
资产阶级	zjjjo
组成结构	zjjg
醉酒驾驶	zjjev
宗教活动	zjhd
坐井观天	zjgt
子承父业	zjfy
自掘坟墓	zjfm
作奸犯科	zjfki
最佳时机	zjejo
遵纪守法	zjef
杂交水稻	zjedu
自己动手	zjdeu
在家办公	zjbg
组成部分	zjbf
最后一面	zhymo
最后一名	zhym
最后一刻	zhyko
最后一点	zhydo
组合而成	zhxja
最后通牒	zhtdo
纵横四海	zhsh
综合素质	zhsfa
走火入魔	zhrm
自毁前程	zhqju
做好准备	zhqb
造化弄人	zhnru
自毁长城	zhjj
纵横交错	zhjca
作何感想	zhgx
最后关头	zhgt
综合国力	zhgla
纵虎归山	zhgea
贼喊捉贼	zhfza
综合治理	zhfl
综合实力	zhel
最后时刻	zheko
坐怀不乱	zhbli
纵横捭阖	zhbha
最好不过	zhbgo
再好不过	zhbg
载歌载舞	zgzw
自高自大	zgzd
左顾右盼	zgyp
自古以来	zgyl
增广贤文	zgxw
罪该万死	zgws
祖国统一	zgty
资格认证	zgrq
祖国人民	zgrm
最高气温	zgqw
最高权力	zgql
资格证书	zgqe
子宫内膜	zgnm
砸锅卖铁	zgmt
资格考试	zgke
最高纪录	zgjlo
子宫肌瘤	zgjl
最高境界	zgjj
总工程师	zgje
最高法院	zgfyo
自告奋勇	zgfy
坐骨神经	zgeji
遵规守纪	zgej
自甘堕落	zgdl
自顾不暇	zgbx
作法自毙	zfzb
自负盈亏	zfyk
左支右绌	zfyj
造福一方	zfyf
组织安排	zfxp
组织委员	zfwy
自废武功	zfwg
资治通鉴	zftj
造福人类	zfrl
早知如此	zfrc
组织起来	zfql
组织能力	zfnl
最终目的	zfmd
最终目标	zfmb
自找苦吃	zfkw
早知今日	zfjro
组织纪律	zfjla
组织机构	zfjga
组织结构	zfjg
组织建设	zfje
最终幻想	zfhxo
总指挥部	zfhb
在这方面	zffmv
自知之明	zffm
自治制度	zffd
组织生活	zfeh
足智多谋	zfdm
组织部门	zfbm
早睡早起	zezq
自生自灭	zezm
自说自话	zezhu
坐收渔利	zeyli
在水一方	zeyfv
葬身鱼腹	zeyf
自上而下	zexxu
兹事体大	zetd
综上所述	zese
自食其言	zeqy
走上前去	zeqq
自食其力	zeqlu
自食其果	zeqg
自身难保	zenb
滋生蔓延	zemy
醉生梦死	zemsv
自身利益	zely
坐失良机	zelj
增收节支	zejf
总设计师	zeje
早生华发	zehf
早生贵子	zegz
增删改查	zegw
再生父母	zefm
尊师重教	zefj
自始至终	zeff
尊师重道	zefdo
姿势水平	zeep
自视甚高	zeeg
坐视不理	zebl
坐视不管	zebg
自导自演	zdzy
罪大恶极	zdxj
最低限度	zdxdo
最大限度	zdxd
最大问题	zdwt
最低气温	zdqw
自得其乐	zdqlu
坐地起价	zdqj
左道旁门	zdpmv
最大努力	zdnl
总的来看	zdlk
总的来讲	zdljo
总的来说	zdleo
最大可能	zdkn
自动控制	zdkf
自动检测	zdjc
坐地分赃	zdfz
自动上屏	zdepu
总的说来	zdel
早点睡觉	zdejo
在此一举	zcyj
自惭形秽	zcxh
在此期间	zcqj
总参谋长	zcmq
总参谋部	zcmb
杂草丛生	zcce
自暴自弃	zbzq
左膀右臂	zbybv
坐北朝南	zbwni
凿壁偷光	zbtg
罪不容诛	zbrq
资本主义	zbqyo
自不量力	zbllu
资本利得	zbld
罪不可赦	zbkei
坐北朝南	zbjni
自报家门	zbjmu
赞不绝口	zbjku
足不出户	zbjho
资本市场	zbej
作壁上观	zbegi
资不抵债	zbdq
资不抵债	zbdf
优哉游哉	yzyz'
越走越远	yzyyv
有滋有味	yzywv
意在言外	yzywo
越走越宽	yzykv'
越走越快	yzykv
一字一句	yzyj
与子偕行	yzxxva
易子而食	yzxe
原则问题	yzwtv
有增无减	yzwjvv
远在天边	yztbv
英姿飒爽	yzsei
一字千金	yzqjv
一再强调	yzqdv
一字排开	yzpkv
意在沛公	yzpgo
一走了之	yzlfv
养尊处优	yzjy
纡尊降贵	yzjga
运载火箭	yzhjv
油嘴滑舌	yzhea
远走高飞	yzgfvv
有则改之	yzgfva
一醉方休	yzfx
一字之差	yzfwv
以子之矛	yzfm
有字之书	yzfev
越俎代庖	yzdpv
一字不漏	yzblv
睚眦必报	yzbb
意义在于	yyzyo
原因在于	yyzy
言犹在耳	yyzxo
有言在先	yyzx
隐隐作痛	yyzt
运用自如	yyzr
洋洋自得	yyzd
莺莺燕燕	yyyyi
隐隐约约	yyyya
一言一行	yyyxv
也有一些	yyyxa
奄奄一息	yyyx
燕语莺啼	yyytv
愈演愈烈	yyyli
也有一个	yyyg
欲言又止	yyyfu
摇摇欲坠	yyyfi
跃跃欲试	yyyeo
有氧运动	yyydv
一摇一摆	yyybv
溢于言表	yyyb
有样学样	yyxyv
音乐学院	yyxyo
牙牙学语	yyxy
一跃而起	yyxq
一饮而尽	yyxj
业余爱好	yyxhi
有益效果	yyxgv
一拥而上	yyxev
鸳鸯戏水	yyxeu
应运而生	yyxe
遥遥相对	yyxdu
冤冤相报	yyxbo
语言文字	yywzo
有意无意	yywyv
洋洋万言	yywy
有一无二	yywxv
勇于创新	yywxav
阴阳五行	yywxaa
